Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2lfdtrbDa0NvJPZgKL7o13,"11EZGTWr2pY0VZPlWokAbl","The Bells","Hitsville USA - The Motown Singles Collection 1959-1971","The Originals",1992-11-03,175560,42,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul,motown,northern soul,southern soul",0.34,0.476,5,-11.852,1,0.0452,0.352,0,0.169,0.546,115.076,4
4VnzKUBMB6cvog8Jvv1few,"0HoeFrrKutiio4HJtXN0Sn","Yellow River","Christie","Christie",1970,165960,52,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"bubblegum pop,classic uk pop",0.627,0.544,4,-11.436,1,0.029,0.0859,0,0.152,0.877,129.851,4
6hnyQ0YpiO35rutiLLHLmr,"1Csjn2SQV7R9szDhhR7Aji","Vehicle","Vehicle","The Ides Of March",1970,178066,54,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"",0.474,0.734,10,-8.813,0,0.0426,0.0871,0.00356,0.26,0.926,101.751,4
0SolModrdnbWok9RG9JlEK,"7b8blpDsdFfs5DMMMLBuX0","Gimme Dat Ding","Gimme Dat Ding!","The Pipkins",1970-01-01,134106,36,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"novelty",0.649,0.741,7,-9.469,1,0.0414,0.598,0.00000215,0.0295,0.918,96.791,4
5XGx66mt1T7InKGOQWvRR1,"4O3gjXbRjxfXWvMLgTNPH3","Lay A Little Lovin' On Me","Stuck In The 60's","Robin McNamara & Friends featuring Sheila Kirsten Hughes",2010-12-02,228840,17,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"",0.42,0.729,1,-9.849,1,0.0817,0.483,0.00295,0.0369,0.795,107.751,4
2sHahlW8ib7C7GkuV39tKR,"57bUPid8xztkieZfS7OlEV","Up The Ladder To The Roof","Right On","The Supremes",1970-04-26,191666,40,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,classic girl group,disco,motown,soul",0.533,0.567,10,-13.743,1,0.0539,0.549,0.00000261,0.177,0.658,120.157,4
0INUNNYfsp4qr6kJdY46mY,"3IYUhFvPQItj6xySrBmZkd","Travelin' Band","Cosmo's Factory (Expanded Edition)","Creedence Clearwater Revival",1970-07-25,127493,56,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic rock,country rock,rock,southern rock,swamp rock",0.513,0.92,6,-6.664,1,0.0511,0.0166,0.0282,0.178,0.963,166.186,4
6CktzfYm1SNLwFiyV9XwJY,"3iBuBivHItWMpdiVmLT0uB","Come Saturday Morning","Come Saturday Morning","The Sandpipers",1970-08-31,185800,36,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"bubblegum pop,easy listening",0.168,0.593,2,-10.781,1,0.0387,0.265,0.00121,0.189,0.718,155.247,3
5kx4xMErn45NZvEChKiqdo,"3RwQ26hR2tJtA8F9p2n7jG","Psychedelic Shack","Psychedelic Shack","The Temptations",1970-01-01,230293,37,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"memphis soul,motown,soul",0.663,0.822,5,-13.119,0,0.059,0.199,0.00000869,0.0626,0.818,108.94,4
1kqQr8QHzXwVtOPw5Srtub,"6pxlau9PGA7rC0KhOMsVAx","Without Love (There Is Nothing) (In The Style Of Tom Jones)","Karaoke - Pop - 1960's Vol 6","Ameritz Audio Karaoke",2011-10-25,224954,0,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"karaoke",0.478,0.199,5,-15.855,1,0.0315,0.738,0.941,0.1,0.321,152.958,3
06Uta82xZ8GAcPzzCjy147,"0WNQHJ6HeMlIxyjPQ2PrF5","Are You Ready? - Live in Lexington, KY - August 1970","Live 'N' Kicking At Lexington","Pacific Gas & Electric",2007-02-18,385626,12,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"",0.472,0.586,7,-11.91,1,0.0392,0.0614,0.0112,0.211,0.64,137.729,4
2iqKVzMZpyUVPwxIVaQkhm,"1CYsQCypByMVgnv17qsSbQ","Woodstock","Deja Vu","Crosby, Stills, Nash & Young",1970-03-11,233773,0,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,country rock,folk,folk rock,heartland rock,mellow gold,rock,roots rock,soft rock,supergroup",0.458,0.539,4,-12.403,0,0.057,0.122,0.00946,0.17,0.56,118.95,4
1MHgV79MSYE6ymNlGa3bRY,"2JSjCHK79gdaiPWdKiNUNp","I'll Never Fall in Love Again","I'll Never Fall in Love Again","Dionne Warwick",1970,174840,63,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,brill building pop,disco,quiet storm,soft rock,soul,vocal jazz",0.676,0.339,1,-13.805,1,0.0509,0.717,0.00000977,0.109,0.756,136.882,4
3WbBwAvJt963l3EvSPFEev,"4jrTNltJtTMUfXybDdsHDn","Look What They've Done to My Song, Ma","The Best Of The New Seekers","The New Seekers",2005-04-26,202906,11,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"bubblegum pop,classic uk pop,merseybeat,rock-and-roll",0.412,0.456,9,-11.397,1,0.0339,0.583,0,0.274,0.401,137.296,4
49dCQGqLHLqlgTcnxqN5h6,"7s2L0cftC6UBVVxADuyfwS","Walk A Mile In My Shoes - 2002 Remaster / 24-Bit Mastering","Classic Masters","Joe South",2002-01-01,248093,31,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"bubblegum pop",0.631,0.536,9,-12.135,1,0.0279,0.403,0.836,0.132,0.8,111.596,4
4NQfrmGs9iQXVQI9IpRhjM,"5xLSa7l4IV1gsQfhAMvl0U","The Thrill Is Gone","Completely Well","B.B. King",1969-12-05,324733,64,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"blues,blues rock,classic rock,electric blues,jazz blues,soul blues,traditional blues",0.547,0.46,11,-8.759,0,0.0256,0.344,0.442,0.0983,0.543,90.768,4
2eot2orcEQn5wR11DSVcbO,"59hLmB5DrdihCYtNeFeW1U","It's Only Make Believe","Glen Campbell Goodtime Album","Glen Campbell",1970-01-01,147480,52,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,arkansas country,classic country pop,folk rock,mellow gold,nashville sound,singer-songwriter,soft rock",0.448,0.558,0,-5.482,1,0.0299,0.191,0.000735,0.276,0.537,112.742,3
1JEFsHZxUy24AvyC49GKVj,"7nwUJBm0HE4ZxD3f5cy5ok","Call Me","This Girl's in Love with You","Aretha Franklin",1970-01-15,237066,51,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul,jazz blues,memphis soul,soul,southern soul,vocal jazz",0.517,0.375,7,-11.527,1,0.0341,0.682,0.00000128,0.458,0.306,118.391,3
2ymeOsYijJz09LfKw3yM2x,"4FAEZeJcsYYBkNq2D3KGTV","Joy To The World","Naturally","Three Dog Night",1970-01-01,220573,67,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,soft rock",0.649,0.679,2,-12.515,1,0.0316,0.464,0.00121,0.339,0.971,126.867,4
6rovOdp3HgK1DeAMYDzoA7,"2y8Jo9CKhJvtfeKOsYzRdT","Maggie May","Every Picture Tells A Story","Rod Stewart",1971-05-18,350266,73,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"mellow gold,soft rock",0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,4
12q3V8ShACq2PSWINMc2rC,"319yZVtYM9MBGqmSQnMyY6","It's Too Late","Tapestry","Carole King",1971,233173,71,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"brill building pop,folk,folk rock,mellow gold,singer-songwriter,soft rock",0.45,0.442,9,-12.718,0,0.0353,0.493,0.00564,0.134,0.812,208.282,4
50UoJUrslRVqG0cg6uboyn,"5fU6lODhpw3GEGGJuaDprR","One Bad Apple","Osmonds","The Osmonds",1970-11-14,164973,38,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,bubblegum pop",0.6,0.567,0,-7.163,1,0.0398,0.382,0,0.213,0.92,101.041,4
1jy0RbDHyBMTupSdc98XbG,"1LZEQNv7sE11VDY3SdxQeN","How Can You Mend A Broken Heart","Trafalgar","Bee Gees",1971-09,237826,63,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"disco,soft rock",0.335,0.262,4,-13.832,1,0.0393,0.548,0,0.0971,0.203,68.82,4
3mDOHVY9MWZOTODSNF5GBj,"32HPpJAhgnGPT3V7UOggzi,6VGkOHRnGhPYrzy9qM7CVj","Indian Reservation (The Lament of the Cherokee Reservation Indian)","Indian Reservation","Paul Revere & The Raiders,The Raiders",1971,171933,47,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"bubblegum pop,classic garage rock,classic rock,country rock,folk rock,mellow gold,merseybeat,protopunk,psychedelic rock,rock-and-roll,rockabilly,singer-songwriter,soft rock",0.639,0.385,2,-13.253,1,0.0759,0.284,0.00193,0.0873,0.209,131.714,4
4kjOWauuYptQVSnuac4dsr,"5ZEAzHE2TzAwUcOj6jMIgf","Go Away Little Girl","20th Century Masters: The Millennium Collection: Best of Donny Osmond","Donny Osmond",2002-01-01,149160,21,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"bubblegum pop,movie tunes",0.316,0.39,7,-11.472,1,0.0409,0.76,0.000186,0.149,0.371,110.055,4
1YYhDizHx7PnDhAhko6cDS,"7EK1bQADBoqbYXnT4Cqv9w","Take Me Home, Country Roads - Original Version","Poems, Prayers and Promises","John Denver",1971,190160,75,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic country pop,folk,folk rock,mellow gold,singer-songwriter,soft rock",0.462,0.395,9,-9.376,1,0.0264,0.758,0,0.121,0.625,82.259,4
39Bd345OWEhRNyfayhp9gv,"3RwQ26hR2tJtA8F9p2n7jG","Just My Imagination (Running Away With Me)","Sky's The Limit","The Temptations",1971-01-01,228160,65,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"memphis soul,motown,soul",0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,4
6gvfXd7pEUSPuNEMWwOJUH,"72NXpYBIaTfEeAAsxXLs0P","Knock Three Times","The Definitive Collection","Tony Orlando & Dawn",1973,180360,50,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,bubblegum pop,classic country pop,mellow gold,soft rock",0.777,0.581,1,-10.129,1,0.0517,0.154,0,0.11,0.93,123.1,4
1IqFh00G2kvvMm8pRMpehA,"4NgfOZCL9Ml67xzM0xzIvC","Me and Bobby McGee","Pearl (Legacy Edition)","Janis Joplin",1971-01-11,271333,71,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,classic rock,hard rock,psychedelic rock,rock",0.43,0.463,2,-10.96,1,0.0442,0.303,0.0000584,0.152,0.66,93.405,4
10vkYRKw6Jjr7try1ir50G,"3dkbV4qihUeMsqN4vBGg93","Tired of Being Alone","Gets Next to You","Al Green",1971-08-14,172320,70,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul,funk,memphis soul,soul,soul blues,southern soul",0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,4
3YpN9pvaTXKSXurj3HBq8M,"0CXNdUUhv5Cw42dr0wWrjd","Want Ads","Because I Said So (Music From And Inspired By The Motion Picture)","Honey Cone",2010-07-27,166386,39,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul",0.651,0.812,1,-6.912,1,0.239,0.33,0.000131,0.0833,0.927,189.684,4
5Vdg4tP25ffeGEC5GGmCwm,"2tkwWmcZOQPNbbIdknfBsw","Smiling Faces Sometimes","The Undisputed Truth","The Undisputed Truth",1971-07-03,198546,54,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul,motown,psychedelic soul,southern soul",0.551,0.461,11,-11.778,1,0.0255,0.252,0.00000239,0.0541,0.739,105.155,4
75t6tcHkZDFKLKJwjXFMtq,"2GFB1Lc67mbqFXTPCM9XzT","Treat Her Like A Lady","The Story Of Cornelius Brothers & Sister Rose","Cornelius Brothers & Sister Rose",1996-01-01,160360,49,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul",0.775,0.476,11,-8.539,0,0.0355,0.191,0,0.132,0.928,131.4,4
69l8nFPu0LWmnoJX7YSVYc,"0vn7UBvSQECKJm2817Yf1P","You've Got a Friend","Mud Slide Slim and the Blue Horizon","James Taylor",1971,268706,2,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic rock,folk,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock",0.695,0.282,9,-15.359,1,0.0295,0.681,0.0267,0.0767,0.445,91.681,4
2Bls0igCm79XQQ95IoUbhq,"2Tk0pWxTuQgnE5nsUexrLr","Mr. Big Stuff","Mr. Big Stuff","Jean Knight",1971,164560,68,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"new orleans soul,southern soul",0.886,0.491,8,-12.589,1,0.171,0.29,0.00000246,0.229,0.971,93.236,4
61UuPxxYUvacEH6SHIK3sU,"22bE4uQ6baNwSHPVcDxLCe","Brown Sugar - 2009 Remaster","Sticky Fingers (Remastered)","The Rolling Stones",1971-04-23,228666,69,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,british invasion,classic rock,rock",0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606,4
0X2ckklp0uln3TRUH7JTpN,"6f07NU6NNMLQYXIABUv7z3","Do You Know What I Mean","5th (Remastered)","Lee Michaels",1971-11-20,193800,47,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"hammond organ",0.788,0.861,0,-9.745,1,0.0623,0.158,0.0000135,0.0199,0.95,109.232,4
0uHYplBhwLYey7f9qAmnSM,"1EevBGfUh3RSQSGpluxgBm","The Night They Drove Old Dixie Down","Blessed Are...","Joan Baez",1971,206066,58,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"american folk revival,folk,folk rock,singer-songwriter",0.564,0.357,1,-12.752,1,0.0326,0.558,0,0.233,0.477,129.242,4
4RNHbYuRaZesMODlihhsUG,"3koiLjNrgRTNbOwViDipeA","What's Going On","What's Going On","Marvin Gaye",1971-01-01,236466,0,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul,motown,neo soul,northern soul,quiet storm,soul",0.433,0.733,1,-9.244,0,0.0491,0.307,0.000144,0.0827,0.742,102.662,4
3creXOuPJsbZgHYqnTdwHA,"4STHEaNw4mPZ2tzheohgXB,6QEKXJs8gQCiyBq5L8knco","Uncle Albert/Admiral Halsey - 1993 Digital Remaster","Ram","Paul McCartney,Linda McCartney",1971-05-17,294840,0,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"beatlesque,classic rock,mellow gold,rock,classic uk pop",0.398,0.366,7,-15.276,1,0.031,0.478,0.0609,0.223,0.56,70.779,4
1k1Bqnv2R0uJXQN4u6LKYt,"1ThoqLcyIYvZn7iWbj8fsj","Ain't No Sunshine","Just As I Am","Bill Withers",1971-05-01,125093,82,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul,funk,quiet storm,soul",0.527,0.415,4,-11.451,0,0.122,0.457,0.0000172,0.117,0.515,78.169,4
5KWXi2eCYsC6ofIILjvG4V,"1GjVNyMzPjdBuip6Xanllu","Signs","Absolutely Right - The Best Of Five Man Electrical Band","Five Man Electrical Band",2009-01-01,241693,51,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"canadian psychedelic,classic canadian rock",0.446,0.731,2,-10.302,1,0.0519,0.243,0,0.0935,0.723,153.672,4
5JnHzjo25FY1fMQMQVOawB,"1T0wRBO0CK0vK8ouUMqEl5","She's A Lady","Tom Jones Sings She's A Lady","Tom Jones",1971-05-01,174146,66,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,british invasion",0.51,0.876,2,-9.101,1,0.161,0.212,0,0.248,0.624,119.702,4
1D1p0w1Hcpjoi8rf75tnpe,"479Yp6DvyXoIaCssAxB4QR,4aP1lp10BRYZO658B2NwkG,3KDpcZPHxvsaVk5PReoGqh,6pgLxFqJE6Wm9wWyM2iFEn","Superstar","Jesus Christ Superstar","Murray Head,Andrew Lloyd Webber,Tim Rice,The Trinidad Singers",2012-01-01,255831,41,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"new wave pop,broadway,west end",0.385,0.659,9,-5.442,1,0.0405,0.0557,0,0.407,0.53,122.079,4
707YAdBMUR3DPjzWjimXQr,"76XE4h4VXk8KbLJallt9Ym","I've Found Someone of My Own (Originally Performed by the Free Movement) [Karaoke Version]","I've Found Someone of My Own (Originally Performed by the Free Movement) [Karaoke Version]","Mega Tracks Karaoke Band",2014-02-12,227520,0,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"karaoke",0.595,0.578,2,-11.993,1,0.0253,0.0416,0.485,0.0893,0.585,90.953,4
1lfVeoMZZimh0jf8rYUeJU,"3kvy8do7n0qVqvlNFS4yOF","Amos Moses","The Essential Jerry Reed","Jerry Reed",1995,139760,47,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic country pop,country,country rock",0.75,0.711,2,-10.633,1,0.0641,0.526,0.000653,0.0282,0.961,105.636,4
0OnQpzSw8xVXeWlHU0OOP6,"2IU5UBup85LmAXh5U36DeC","Temptation Eyes","20th Century Masters: The Millennium Collection: Best Of The Grass Roots","The Grass Roots",2001-01-01,159600,30,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"bubblegum pop,classic garage rock,country rock,folk rock,psychedelic rock,soft rock,sunshine pop",0.566,0.708,3,-10.621,1,0.0266,0.034,0.00000143,0.107,0.854,134.712,4
1Gv6f7m5ZNDcInxGA8PsLS,"1eEfMU2AhEo7XnKgL7c304","Superstar","Carpenters","Carpenters",1971,231506,60,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,mellow gold,soft rock",0.306,0.253,8,-11.177,1,0.0294,0.728,0.0000489,0.138,0.171,83.175,4
0qdQUeKVyevrbKhAo0ibxS,"7FIoB5PHdrMZVC3q2HE5MS","My Sweet Lord - Remastered 2014","All Things Must Pass (Remastered 2014)","George Harrison",1970-11-27,281226,54,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"album rock,beatlesque,classic rock,folk rock,mellow gold,rock,singer-songwriter,soft rock",0.537,0.701,1,-8.913,0,0.0335,0.0972,0,0.0832,0.583,120.919,4
12jhJVDLQlyINMabPJ3IWB,"5ZEAzHE2TzAwUcOj6jMIgf","Sweet And Innocent","The Donny Osmond Album","Donny Osmond",1971-09-05,182186,26,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"bubblegum pop,movie tunes",0.762,0.786,0,-5.08,1,0.044,0.498,0.000201,0.141,0.969,125.524,4
7fwa5I8SycGBpw2jOZ0L7m,"2LgRWQn0lwQqsqidN5V9lW","Put Your Hand in the Hand","Put Your Hand in the Hand","Ocean",1971,176706,38,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"",0.833,0.475,9,-14.951,1,0.0403,0.0489,0.000104,0.0759,0.978,136.384,4
6EqXJqk5hLV8WpfmzZxP68,"5rFi4jPBgt63Z1JXcLE9QX","Chick-a-Boom (Don't Ya Jes Love It)","Chick-a-Boom (Don't Ya Jes Love It)","Daddy Dewdrop",2012-10-01,171533,15,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"novelty",0.781,0.734,0,-6.777,1,0.0511,0.0309,0,0.216,0.964,124.55,4
6gdqXWUmLvBmoQ64qPLzei,"1eEfMU2AhEo7XnKgL7c304,0MvSBMGRQJY3mRwIbJsqF1","For All We Know","Carpenters With The Royal Philharmonic Orchestra","Carpenters,Royal Philharmonic Orchestra",2018-12-07,176920,40,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,mellow gold,soft rock,british orchestra,orchestra",0.331,0.332,7,-9.036,1,0.0301,0.813,0.000456,0.343,0.188,135.195,4
2XWmbwp9FBAaFcSE9BLQzc,"5kZDCAD5zLelf8NYHoRSHS","Help Me Make It Through The Night","The Best Of Sammi Smith","Sammi Smith",1996-01-01,155533,58,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic country pop,classic oklahoma country,nashville sound,outlaw country",0.559,0.35,8,-12.01,1,0.0245,0.605,0.000443,0.102,0.413,78.035,4
5cbZDpFu1hTwaU7hDQpf13,"1eEfMU2AhEo7XnKgL7c304","Rainy Days And Mondays","Carpenters","Carpenters",1971,218893,63,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,mellow gold,soft rock",0.351,0.235,10,-11.513,1,0.0323,0.852,0,0.0688,0.218,74.72,4
0fjYN9BylnRXMA3or3QSld,"23rleGXVOVVgTk3xgtmfE4","If You Could Read My Mind","Gord's Gold","Gordon Lightfoot",1975,229560,55,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"canadian country,canadian singer-songwriter,classic rock,country rock,folk,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock",0.603,0.252,2,-12.402,1,0.0337,0.68,0.0000696,0.147,0.179,122.631,4
6fsSZbNL7XP9gf1kJ2l155,"72OaDtakiy6yFqkt4TsiFt","Gypsys, Tramps & Thieves","Gypsys, Tramps & Thieves","Cher",1971-01-01,158000,58,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"dance pop",0.476,0.677,0,-11.175,1,0.0365,0.211,0,0.0601,0.691,170.879,4
5RHf8SmHRWbF3oywpXaQ2i,"2iE18Oxc8YSumAU232n4rW","Never Can Say Goodbye","Maybe Tomorrow","The Jackson 5",1971-04-12,179773,54,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"motown,soul",0.527,0.821,2,-7.19,1,0.047,0.337,0.00000168,0.394,0.835,166.139,4
5YwgJ6lpZ3SiAQwBEpjqey,"502FY8XQYRxClWgolQ3Hf2","Rose Garden","Rose Garden","Lynn Anderson",1971,175866,65,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic country pop,nashville sound",0.589,0.501,0,-11.665,1,0.031,0.168,0,0.0741,0.969,131.064,4
7tJsTykoo4Jk5JguHTx9W7,"7vpRSadEAzLs0ikY7gAESe","Don't Pull Your Love Out","Hamilton, Joe Frank & Reynolds","Hamilton, Joe Frank & Reynolds",1971-05-01,163040,55,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"bubblegum pop,soft rock",0.618,0.833,7,-4.007,1,0.0338,0.618,0,0.299,0.896,100.29,4
4RFqi5JQduiSlRZCVlUDGH,"6DbJi8AcN5ANdtvJcwBSw8","It Don't Come Easy","Ringo","Ringo Starr",1973-01-01,184333,58,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"beatlesque,classic rock,rock drums",0.609,0.624,7,-11.717,1,0.0292,0.0396,0.000168,0.277,0.691,123.191,4
06uiDyZsrwnZ0o0q1Y8Ax2,"7y70dch6JuuuNnwlsOQvwW","Mr. Bojangles","Mr. Bojangles","Nitty Gritty Dirt Band",2008-01-01,234613,44,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"country rock,heartland rock",0.534,0.536,6,-6.957,1,0.0276,0.481,0.00000418,0.225,0.306,143.731,3
03DQO1cC5RzTWRxJLzJCgy,"052NpRSiz4SQTsFnvwMP6t","I Love You for All Seasons","Sisters of Soul; the Sweeter Voices of Soul","The Fuzz",2012-12-15,184634,56,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul,souldies",0.477,0.464,7,-10.818,0,0.0272,0.567,0,0.487,0.689,77.917,4
5lYpHO6ZO4Shys3GD8rav6,"2W8UTum7bU7ue6m0r14H97","Whatcha See Is Whatcha Get","The Very Best Of The Dramatics","The Dramatics",2007-01-01,214973,60,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul,disco,funk,memphis soul,motown,quiet storm,soul,southern soul",0.641,0.74,6,-8.425,1,0.118,0.249,0,0.281,0.914,152.939,4
4jkn5PRfAJoKfXF0OPL7n7,"4FtSnMlCVxCswABUmdhwpm","That's The Way I've Always Heard It Should Be","Carly Simon","Carly Simon",1971-03,258133,49,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic rock,folk,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock",0.4,0.0897,0,-19.012,1,0.0288,0.938,0.000521,0.0847,0.24,70.387,4
6Axz5VSkc4Bs8eXWQxnynE,"7guDJrEfX3qb6FEbdPA5qi","If You Really Love Me","Where I'm Coming From","Stevie Wonder",1971-04-01,180533,55,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"motown,soul",0.565,0.404,9,-10.969,0,0.0448,0.302,0,0.125,0.675,123.804,4
0sQ594D1EuU66VDdtHBE6j,"7nwUJBm0HE4ZxD3f5cy5ok","Spanish Harlem","The Very Best of Aretha Franklin - The 70's","Aretha Franklin",1972,213560,53,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"classic soul,jazz blues,memphis soul,soul,southern soul,vocal jazz",0.66,0.619,2,-12.577,1,0.0466,0.235,0.00793,0.0828,0.913,115.419,4
6DSq5IghuzKhH3AYatSb6h,"0Sq7oGrYEe0BDmb13wgjOO","I Don't Know How To Love Him","I Don't Know How To Love Him","Helen Reddy",2006-01-01,199146,37,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,bubblegum pop,mellow gold,soft rock",0.284,0.396,3,-6.761,1,0.028,0.699,0.0386,0.129,0.303,79.628,4
1FWHRqOV17plc9w1SSVPo4,"5fU6lODhpw3GEGGJuaDprR","Yo-Yo","Phase III","The Osmonds",1971-06-21,195786,28,spotify:user:zjur95tfefoqoz2t1kcea8ahk,2023-01-15T23:15:01Z,"adult standards,bubblegum pop",0.617,0.785,2,-5.8,1,0.0565,0.636,0,0.174,0.92,138.057,4
